Country,Survey,PopClass,FoodexL1,Metrics,NrConsumers,PercConsumers,Mean,STD,P5,P10,Median,P95,P97,P99
Hungary,National Repr Surv,Very elderly,Drinking water (water without any additives except,A.01.001573,23,28.80,253.62,309.89,66.67,66.67,133.33,500,"1,500.00","1,500.00"
Hungary,National Repr Surv,Very elderly,"Herbs, spices and condiments",A.01.001580,80,100.00,14.13,12.93,5.4,7,10.91,25.93,33.17,111.81
Hungary,National Repr Surv,Very elderly,Composite food (including frozen products),A.01.001789,5,6.30,63.93,98.33,2,2,14.33,233.33,233.33,233.33
Ireland,National Adult Nutrition Survey,Adults,Grains and grain-based products,A.01.000001,"1,274",100.00,259.85,118.51,106.1,128.1,240.55,483.93,548.97,604.83
Ireland,National Adult Nutrition Survey,Adults,Vegetables and vegetable products (including fungi,A.01.000317,"1,266",99.40,133.52,85.31,25.3,41.1,120.07,300.12,356.26,414.27
Ireland,National Adult Nutrition Survey,Adults,Starchy roots and tubers,A.01.000467,"1,213",95.20,130.67,83.01,28.75,41.25,114.5,287.16,326.25,413
Ireland,National Adult Nutrition Survey,Adults,"Legumes, nuts and oilseeds",A.01.000486,879,69.00,21.21,23.73,1.9,3.21,15,59.5,76.02,117.7
Ireland,National Adult Nutrition Survey,Adults,Fruit and fruit products,A.01.000544,994,78.00,110.08,99.35,5.22,12,80.97,316.05,360.32,419.77
Ireland,National Adult Nutrition Survey,Adults,Meat and meat products (including edible offal),A.01.000727,"1,256",98.60,177.64,92.31,51.61,74.14,166.32,343.38,400.07,477.44
Ireland,National Adult Nutrition Survey,Adults,"Fish and other seafood (including amphibians, rept",A.01.000876,645,50.60,46.55,35.76,9.92,12.68,37,116.31,147.28,178.06
Ireland,National Adult Nutrition Survey,Adults,Milk and dairy products,A.01.000948,"1,268",99.50,271.39,199.89,47.27,71.25,226.71,642.57,798.21,939.87
Ireland,National Adult Nutrition Survey,Adults,Eggs and egg products,A.01.001252,656,51.50,20.84,19.47,0.82,1.64,16,58.28,67.5,83.75
Ireland,National Adult Nutrition Survey,Adults,Sugar and confectionary,A.01.001267,"1,072",84.10,21.78,21.64,0.75,1.5,15.39,63.5,75,93.75
Ireland,National Adult Nutrition Survey,Adults,Animal and vegetable fats and oils,A.01.001346,"1,255",98.50,20.15,15.75,2.88,4.61,16.46,50.75,61.44,76.35
Ireland,National Adult Nutrition Survey,Adults,Fruit and vegetable juices,A.01.001394,552,43.30,117.1,107.64,2.03,11.25,91.57,321,385,501.84
Ireland,National Adult Nutrition Survey,Adults,Non-alcoholic beverages (excepting milk based beve,A.01.001470,"1,206",94.70,602.93,404.72,102.5,165,538.88,"1,291.75","1,515.00","1,964.50"
Ireland,National Adult Nutrition Survey,Adults,Alcoholic beverages,A.01.001534,793,62.20,531.14,657.91,11.86,35,284,"1,930.39","2,347.00","2,955.00"
Ireland,National Adult Nutrition Survey,Adults,Drinking water (water without any additives except,A.01.001573,"1,254",98.40,709.39,628.77,23.25,74.79,551.67,"1,962.94","2,373.85","3,016.10"
Ireland,National Adult Nutrition Survey,Adults,"Herbs, spices and condiments",A.01.001580,"1,257",98.70,36.4,36.71,1.6,3.66,25.3,111.29,142.87,177.68
Ireland,National Adult Nutrition Survey,Adults,Products for special nutritional use,A.01.001748,408,32.00,18.29,45.31,0.25,0.45,2.08,125,125.7,187.5
Ireland,National Adult Nutrition Survey,Adults,Composite food (including frozen products),A.01.001789,579,45.40,20.43,17.9,1.7,3.63,15,57,72.25,85
Ireland,National Adult Nutrition Survey,Adults,"Snacks, desserts, and other foods",A.01.001877,719,56.40,26.87,25.32,5.5,6.25,18.75,71.25,90,113.5
Ireland,National Adult Nutrition Survey,Elderly,Grains and grain-based products,A.01.000001,149,100.00,272.99,119.45,118.81,130,256.25,483.25,522.1,585.94
Ireland,National Adult Nutrition Survey,Elderly,Vegetables and vegetable products (including fungi,A.01.000317,149,100.00,145.72,95.68,24.07,43.5,129.14,320.86,368.89,484.73
Ireland,National Adult Nutrition Survey,Elderly,Starchy roots and tubers,A.01.000467,146,98.00,137.43,74.24,34.05,45,130.07,272.5,293.03,369.5
Ireland,National Adult Nutrition Survey,Elderly,"Legumes, nuts and oilseeds",A.01.000486,99,66.40,21.51,19.07,2.92,3.45,14.84,66.29,72.55,87.43
Ireland,National Adult Nutrition Survey,Elderly,Fruit and fruit products,A.01.000544,131,87.90,148.47,120.74,9,20.96,115,415.81,458.58,525.47
Ireland,National Adult Nutrition Survey,Elderly,Meat and meat products (including edible offal),A.01.000727,148,99.30,156.23,82.15,42.87,65.03,145.98,306.56,368.68,376.77
Ireland,National Adult Nutrition Survey,Elderly,"Fish and other seafood (including amphibians, rept",A.01.000876,101,67.80,55.1,47.72,13.58,18.61,40.83,163.81,178.25,267.21
Ireland,National Adult Nutrition Survey,Elderly,Milk and dairy products,A.01.000948,147,98.70,260.69,191.11,30,55.5,215.05,586.48,701.23,827.5
Ireland,National Adult Nutrition Survey,Elderly,Eggs and egg products,A.01.001252,80,53.70,21.16,19.25,0.94,2.98,15.63,58.02,67,100
Ireland,National Adult Nutrition Survey,Elderly,Sugar and confectionary,A.01.001267,110,73.80,16.01,20.76,0.53,1.36,7.43,70.5,84.55,96.65
Ireland,National Adult Nutrition Survey,Elderly,Animal and vegetable fats and oils,A.01.001346,144,96.60,26.55,23.9,4.09,6.2,19.2,76,92,114
Ireland,National Adult Nutrition Survey,Elderly,Fruit and vegetable juices,A.01.001394,68,45.60,91.95,71.29,1.25,6.75,92.38,225,252.5,258.25
Ireland,National Adult Nutrition Survey,Elderly,Non-alcoholic beverages (excepting milk based beve,A.01.001470,144,96.60,658.07,394.63,171.75,230,613.13,"1,228.50","1,450.00","1,722.25"
Ireland,National Adult Nutrition Survey,Elderly,Alcoholic beverages,A.01.001534,63,42.30,391.2,529.55,5.75,11.75,186.38,"1,334.25","1,977.25","2,875.00"
Ireland,National Adult Nutrition Survey,Elderly,Drinking water (water without any additives except,A.01.001573,149,100.00,481.32,458.3,10.63,40,376.66,"1,518.76","1,758.52","1,792.68"
Ireland,National Adult Nutrition Survey,Elderly,"Herbs, spices and condiments",A.01.001580,143,96.00,19.92,28.96,0.46,1.13,10,76.11,97.23,152.13
Ireland,National Adult Nutrition Survey,Elderly,Products for special nutritional use,A.01.001748,59,39.60,13.56,56.32,0.38,0.5,1.9,47.6,89.73,425
Ireland,National Adult Nutrition Survey,Elderly,Composite food (including frozen products),A.01.001789,80,53.70,21.87,22.72,2.5,3.76,15,54,60,164.53
Ireland,National Adult Nutrition Survey,Elderly,"Snacks, desserts, and other foods",A.01.001877,55,36.90,33.92,29.56,6.25,9.25,24.75,106,123.5,157.5
Ireland,National Adult Nutrition Survey,Very elderly,Grains and grain-based products,A.01.000001,77,100.00,271.03,131.15,91.14,102.05,254.13,520.37,523.16,649.82
Ireland,National Adult Nutrition Survey,Very elderly,Vegetables and vegetable products (including fungi,A.01.000317,76,98.70,121.56,72.32,31.26,45.57,102.81,266.16,329.18,340.71
Ireland,National Adult Nutrition Survey,Very elderly,Starchy roots and tubers,A.01.000467,75,97.40,127.34,74.95,43.55,57.35,105,282.25,333.15,344
Ireland,National Adult Nutrition Survey,Very elderly,"Legumes, nuts and oilseeds",A.01.000486,38,49.40,21.7,24.96,2.5,3.04,15.73,105.25,116.5,116.5
Ireland,National Adult Nutrition Survey,Very elderly,Fruit and fruit products,A.01.000544,69,89.60,110.3,90.08,6,8,94.75,274.88,361.83,492.75
Ireland,National Adult Nutrition Survey,Very elderly,Meat and meat products (including edible offal),A.01.000727,76,98.70,145.57,75.31,35.46,51.02,140.7,273.24,303.75,381.1
Ireland,National Adult Nutrition Survey,Very elderly,"Fish and other seafood (including amphibians, rept",A.01.000876,52,67.50,47.05,31.67,13.5,18.75,40.51,132.35,150.11,160.13
Ireland,National Adult Nutrition Survey,Very elderly,Milk and dairy products,A.01.000948,76,98.70,263.7,165.76,37.5,74.44,236,642.34,685.73,729.5
Ireland,National Adult Nutrition Survey,Very elderly,Eggs and egg products,A.01.001252,40,51.90,20.19,19.15,0.77,1.31,12.5,60,62.47,93.75
Ireland,National Adult Nutrition Survey,Very elderly,Sugar and confectionary,A.01.001267,63,81.80,14.72,13.67,0.75,1.88,11.25,42,52.5,56.56
Ireland,National Adult Nutrition Survey,Very elderly,Animal and vegetable fats and oils,A.01.001346,76,98.70,23.98,19.73,3.78,6.06,18.63,67.75,68,120.2
Ireland,National Adult Nutrition Survey,Very elderly,Fruit and vegetable juices,A.01.001394,31,40.30,102.11,79.41,2.99,14.75,90,250,253,253
Ireland,National Adult Nutrition Survey,Very elderly,Non-alcoholic beverages (excepting milk based beve,A.01.001470,76,98.70,612.07,298.83,130,247.5,585,"1,164.00","1,205.00","1,765.50"
Ireland,National Adult Nutrition Survey,Very elderly,Alcoholic beverages,A.01.001534,29,37.70,190.67,225.24,7.5,8.75,145,852,994,994
Ireland,National Adult Nutrition Survey,Very elderly,Drinking water (water without any additives except,A.01.001573,68,88.30,433.4,454.98,11.02,18.48,319.26,"1,104.50","1,661.99","2,734.69"
Ireland,National Adult Nutrition Survey,Very elderly,"Herbs, spices and condiments",A.01.001580,70,90.90,16.35,23.92,0.35,0.51,7.98,65,82.32,140
Ireland,National Adult Nutrition Survey,Very elderly,Products for special nutritional use,A.01.001748,29,37.70,16.13,73.85,0.45,0.56,1.65,5.9,400,400
Ireland,National Adult Nutrition Survey,Very elderly,Composite food (including frozen products),A.01.001789,30,39.00,36.87,49.14,2.35,3.31,15.5,163.75,213.25,213.25
Ireland,National Adult Nutrition Survey,Very elderly,"Snacks, desserts, and other foods",A.01.001877,34,44.20,46.94,41.86,6,8,36.33,154.75,203.5,203.5
Italy,Italian National Food Consumption Survey INRAN-SCAI 2005-06,Other children,Grains and grain-based products,A.01.000001,193,100.00,226.22,86.35,98.38,116.63,220.54,382.22,414.65,448.29
Italy,Italian National Food Consumption Survey INRAN-SCAI 2005-06,Other children,Vegetables and vegetable products (including fungi,A.01.000317,192,99.50,142.47,67.22,48.74,64.54,129.22,272.57,292.38,324.33
Italy,Italian National Food Consumption Survey INRAN-SCAI 2005-06,Other children,Starchy roots and tubers,A.01.000467,131,67.90,66.92,41.76,10.5,12.25,58.55,145.03,168.21,173.44
Italy,Italian National Food Consumption Survey INRAN-SCAI 2005-06,Other children,"Legumes, nuts and oilseeds",A.01.000486,94,48.70,22.14,15.92,3.15,5,18.54,45.98,60.18,101.22
Italy,Italian National Food Consumption Survey INRAN-SCAI 2005-06,Other children,Fruit and fruit products,A.01.000544,174,90.20,142.56,85.12,22.4,39.33,131.39,287,304,348.86
Italy,Italian National Food Consumption Survey INRAN-SCAI 2005-06,Other children,Meat and meat products (including edible offal),A.01.000727,191,99.00,100.06,45.52,35.02,49.44,94.38,181.81,199.46,237.51
Italy,Italian National Food Consumption Survey INRAN-SCAI 2005-06,Other children,"Fish and other seafood (including amphibians, rept",A.01.000876,132,68.40,58.82,42.88,5.63,11.25,50.8,154.69,181.51,210.69
Italy,Italian National Food Consumption Survey INRAN-SCAI 2005-06,Other children,Milk and dairy products,A.01.000948,193,100.00,259.24,122.4,64.62,114.73,255.75,487.12,531.67,696.67
Italy,Italian National Food Consumption Survey INRAN-SCAI 2005-06,Other children,Eggs and egg products,A.01.001252,150,77.70,25.65,25.2,3.12,3.83,18.26,66.38,115.2,127.59
Italy,Italian National Food Consumption Survey INRAN-SCAI 2005-06,Other children,Sugar and confectionary,A.01.001267,165,85.50,20.68,14.68,4,5.94,16.17,48,53.33,68.79
Italy,Italian National Food Consumption Survey INRAN-SCAI 2005-06,Other children,Animal and vegetable fats and oils,A.01.001346,193,100.00,31.65,11.24,16.63,20.56,29.46,52.78,57.05,62.25
Italy,Italian National Food Consumption Survey INRAN-SCAI 2005-06,Other children,Fruit and vegetable juices,A.01.001394,125,64.80,121.41,93.84,1.56,4.21,116.67,316.67,333.33,366.67
Italy,Italian National Food Consumption Survey INRAN-SCAI 2005-06,Other children,Non-alcoholic beverages (excepting milk based beve,A.01.001470,96,49.70,125.03,115.01,10,22.5,100,350,460,676.67
Italy,Italian National Food Consumption Survey INRAN-SCAI 2005-06,Other children,Alcoholic beverages,A.01.001534,113,58.50,0.9,7.61,0,0,0.03,0.22,2,13.33
Italy,Italian National Food Consumption Survey INRAN-SCAI 2005-06,Other children,Drinking water (water without any additives except,A.01.001573,192,99.50,510.33,242.15,240,270.52,455.91,"1,025.00","1,180.00","1,283.33"
Italy,Italian National Food Consumption Survey INRAN-SCAI 2005-06,Other children,"Herbs, spices and condiments",A.01.001580,184,95.30,5.04,6.45,0.17,0.46,3.27,15.23,19.38,34
Italy,Italian National Food Consumption Survey INRAN-SCAI 2005-06,Other children,Food for infants and small children,A.01.001715,28,14.50,41.3,47.19,4,4,22.33,159.33,166.67,166.67
Italy,Italian National Food Consumption Survey INRAN-SCAI 2005-06,Other children,Products for special nutritional use,A.01.001748,3,1.60,8.79,13.17,1,1,1.38,24,24,24
Italy,Italian National Food Consumption Survey INRAN-SCAI 2005-06,Other children,Composite food (including frozen products),A.01.001789,49,25.40,39.19,23.67,9.38,12.5,33.33,100,100,112.5
Italy,Italian National Food Consumption Survey INRAN-SCAI 2005-06,Other children,"Snacks, desserts, and other foods",A.01.001877,80,41.50,40.72,31.45,5,7.5,33.33,100,110,175
Italy,Italian National Food Consumption Survey INRAN-SCAI 2005-06,Adolescents,Grains and grain-based products,A.01.000001,247,100.00,278.07,111.71,104.32,130.63,273.21,474.96,515.77,601.3
Italy,Italian National Food Consumption Survey INRAN-SCAI 2005-06,Adolescents,Vegetables and vegetable products (including fungi,A.01.000317,247,100.00,192.51,115.91,49.16,71.39,170.88,404.21,482.95,614.37
Italy,Italian National Food Consumption Survey INRAN-SCAI 2005-06,Adolescents,Starchy roots and tubers,A.01.000467,166,67.20,86.8,52.77,8.75,16.68,80.17,175.65,195.17,232.62
Italy,Italian National Food Consumption Survey INRAN-SCAI 2005-06,Adolescents,"Legumes, nuts and oilseeds",A.01.000486,86,34.80,34.13,27.64,3.33,7.7,24.85,96.93,119,122.6
Italy,Italian National Food Consumption Survey INRAN-SCAI 2005-06,Adolescents,Fruit and fruit products,A.01.000544,219,88.70,160.06,107.95,9.28,35.33,141.33,348,411.47,452.7
Italy,Italian National Food Consumption Survey INRAN-SCAI 2005-06,Adolescents,Meat and meat products (including edible offal),A.01.000727,247,100.00,123.11,61.12,43.38,55.2,113.88,224.12,249.19,380.28
Italy,Italian National Food Consumption Survey INRAN-SCAI 2005-06,Adolescents,"Fish and other seafood (including amphibians, rept",A.01.000876,171,69.20,70.64,55.11,5.36,10.62,56.5,181.82,206.03,255.71
Italy,Italian National Food Consumption Survey INRAN-SCAI 2005-06,Adolescents,Milk and dairy products,A.01.000948,243,98.40,233.89,118.28,49.82,76.8,236.87,427.04,493.07,570.42
Italy,Italian National Food Consumption Survey INRAN-SCAI 2005-06,Adolescents,Eggs and egg products,A.01.001252,200,81.00,25.69,24.51,2.33,4.9,18.03,72.49,97.41,115.2
Italy,Italian National Food Consumption Survey INRAN-SCAI 2005-06,Adolescents,Sugar and confectionary,A.01.001267,212,85.80,22.46,19.52,2.67,5.1,19.21,49.33,52.17,62.67
Italy,Italian National Food Consumption Survey INRAN-SCAI 2005-06,Adolescents,Animal and vegetable fats and oils,A.01.001346,246,99.60,38.64,14.88,19.95,23.07,35.95,61.75,72.23,90.89
Italy,Italian National Food Consumption Survey INRAN-SCAI 2005-06,Adolescents,Fruit and vegetable juices,A.01.001394,175,70.90,116.02,141.89,1.02,2.03,68.75,414.13,489.73,672.99
Italy,Italian National Food Consumption Survey INRAN-SCAI 2005-06,Adolescents,Non-alcoholic beverages (excepting milk based beve,A.01.001470,179,72.50,193.15,191.75,15,20,131.67,556.67,713.33,"1,043.33"
Italy,Italian National Food Consumption Survey INRAN-SCAI 2005-06,Adolescents,Alcoholic beverages,A.01.001534,152,61.50,4.53,17.28,0,0,0.06,40.15,55.12,66.81
Italy,Italian National Food Consumption Survey INRAN-SCAI 2005-06,Adolescents,Drinking water (water without any additives except,A.01.001573,246,99.60,640.16,339.55,240,293.33,586.67,"1,246.67","1,506.67","1,813.33"
Italy,Italian National Food Consumption Survey INRAN-SCAI 2005-06,Adolescents,"Herbs, spices and condiments",A.01.001580,237,96.00,10.14,17.14,0.55,1.25,5.68,31,67.58,84.45
Italy,Italian National Food Consumption Survey INRAN-SCAI 2005-06,Adolescents,Food for infants and small children,A.01.001715,2,0.80,114.67,120.68,29.33,29.33,114.67,200,200,200
Italy,Italian National Food Consumption Survey INRAN-SCAI 2005-06,Adolescents,Products for special nutritional use,A.01.001748,6,2.40,38.73,65.84,0.46,0.46,4.93,166.67,166.67,166.67
Italy,Italian National Food Consumption Survey INRAN-SCAI 2005-06,Adolescents,Composite food (including frozen products),A.01.001789,78,31.60,55.26,43.48,8.33,17.9,39.14,153.33,183.33,250
Italy,Italian National Food Consumption Survey INRAN-SCAI 2005-06,Adolescents,"Snacks, desserts, and other foods",A.01.001877,112,45.30,48.79,43.91,5.13,7.5,33.33,137.5,171.67,216.67
Italy,Italian National Food Consumption Survey INRAN-SCAI 2005-06,Adults,Grains and grain-based products,A.01.000001,"2,313",100.00,251.43,101.51,105.5,132.25,240.7,424.71,483.6,556.45
Italy,Italian National Food Consumption Survey INRAN-SCAI 2005-06,Adults,Vegetables and vegetable products (including fungi,A.01.000317,"2,312",100.00,234.84,130.33,74.43,100.96,209.91,469.6,535.37,659.67
Italy,Italian National Food Consumption Survey INRAN-SCAI 2005-06,Adults,Starchy roots and tubers,A.01.000467,"1,545",66.80,74.07,52.23,7,12.25,65.36,169.72,195.43,230.32
Italy,Italian National Food Consumption Survey INRAN-SCAI 2005-06,Adults,"Legumes, nuts and oilseeds",A.01.000486,964,41.70,30.67,29.95,3.13,5.14,23.04,83.33,100,125
Italy,Italian National Food Consumption Survey INRAN-SCAI 2005-06,Adults,Fruit and fruit products,A.01.000544,"2,153",93.10,203.73,141.37,21.44,46.93,182.63,463.13,563.67,666.77
Italy,Italian National Food Consumption Survey INRAN-SCAI 2005-06,Adults,Meat and meat products (including edible offal),A.01.000727,"2,293",99.10,114.18,65.58,32.52,42.08,105.1,230.8,264.83,318.02
